Países;Quantidade (Kg);Valor (US$);Year;Category;Subcategory
Coreia do Sul, República;77.955;99.441;2018;Importacao;Suco_de_uva
Coreia do Norte, República;-;-;2018;Importacao;Suco_de_uva
Chile;-;-;2018;Importacao;Suco_de_uva
China;-;-;2018;Importacao;Suco_de_uva
Dinamarca;-;-;2018;Importacao;Suco_de_uva
Espanha;422;806;2018;Importacao;Suco_de_uva
Estados Unidos;14.541;8.226;2018;Importacao;Suco_de_uva
França;-;-;2018;Importacao;Suco_de_uva
Guiana;-;-;2018;Importacao;Suco_de_uva
Israel;840;1.034;2018;Importacao;Suco_de_uva
itália;-;-;2018;Importacao;Suco_de_uva
Japão;-;-;2018;Importacao;Suco_de_uva
Líbano;-;-;2018;Importacao;Suco_de_uva
México;-;-;2018;Importacao;Suco_de_uva
Países Baixos;-;-;2018;Importacao;Suco_de_uva
Panamá;-;-;2018;Importacao;Suco_de_uva
Peru;-;-;2018;Importacao;Suco_de_uva
Portugal;-;-;2018;Importacao;Suco_de_uva
Reino Unido;-;-;2018;Importacao;Suco_de_uva
Taiwan;-;-;2018;Importacao;Suco_de_uva
Turquia;-;-;2018;Importacao;Suco_de_uva
Uruguai;225;600;2018;Importacao;Suco_de_uva
Venezuela;-;-;2018;Importacao;Suco_de_uva
Outros;-;-;2018;Importacao;Suco_de_uva
Total;118.679;132.232;2018;Importacao;Suco_de_uva
Africa do Sul;1.092.042;3.604.038;2019;Importacao;Vinhos_de_Mesa
Alemanha;101.055;412.794;2019;Importacao;Vinhos_de_Mesa
Argélia;-;-;2019;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;2019;Importacao;Vinhos_de_Mesa
Argentina;16.548.931;54.527.380;2019;Importacao;Vinhos_de_Mesa
Armênia;-;-;2019;Importacao;Vinhos_de_Mesa
Austrália;16.292;1.214.643;2019;Importacao;Vinhos_de_Mesa
Áustria;348.289;128.379;2019;Importacao;Vinhos_de_Mesa
Bermudas;-;-;2019;Importacao;Vinhos_de_Mesa
Bélgica;7;30;2019;Importacao;Vinhos_de_Mesa
Bolívia;-;-;2019;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;2019;Importacao;Vinhos_de_Mesa
Brasil;29.295;246.008;2019;Importacao;Vinhos_de_Mesa
Bulgária;10.944;9.915;2019;Importacao;Vinhos_de_Mesa
Canada;-;-;2019;Importacao;Vinhos_de_Mesa
Chile;52.697.108;145.471.294;2019;Importacao;Vinhos_de_Mesa
China;317;2.458;2019;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;2019;Importacao;Vinhos_de_Mesa
Croácia;450;2.900;2019;Importacao;Vinhos_de_Mesa
Cuba;-;-;2019;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;2019;Importacao;Vinhos_de_Mesa
Eslovênia;30.968;101.190;2019;Importacao;Vinhos_de_Mesa
Eslováquia;459;3.160;2019;Importacao;Vinhos_de_Mesa
Espanha;5.797.980;17.111.436;2019;Importacao;Vinhos_de_Mesa
Estados Unidos;534.870;2.400.830;2019;Importacao;Vinhos_de_Mesa
França;5.324.383;24.299.524;2019;Importacao;Vinhos_de_Mesa
Geórgia;21.748;41.161;2019;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2019;Importacao;Vinhos_de_Mesa
Grécia;21.251;70.881;2019;Importacao;Vinhos_de_Mesa
Hong Kong;-;-;2019;Importacao;Vinhos_de_Mesa
Hungria;34.591;146.500;2019;Importacao;Vinhos_de_Mesa
Indonésia;258;1.464;2019;Importacao;Vinhos_de_Mesa
Irlanda;179;1.705;2019;Importacao;Vinhos_de_Mesa
Israel;52.237;182.602;2019;Importacao;Vinhos_de_Mesa
Itália;10.323.254;33.355.982;2019;Importacao;Vinhos_de_Mesa
Japão;153;1.429;2019;Importacao;Vinhos_de_Mesa
Iugoslávia;-;-;2019;Importacao;Vinhos_de_Mesa
Líbano;21.836;167.358;2019;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;2019;Importacao;Vinhos_de_Mesa
Macedônia;1.323;874;2019;Importacao;Vinhos_de_Mesa
Marrocos;2.250;16.816;2019;Importacao;Vinhos_de_Mesa
México;646;3.927;2019;Importacao;Vinhos_de_Mesa
Moldávia;-;-;2019;Importacao;Vinhos_de_Mesa
Montenegro;1.701;5.440;2019;Importacao;Vinhos_de_Mesa
Noruega;-;-;2019;Importacao;Vinhos_de_Mesa
Nova Zelândia;133.179;776.830;2019;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);634;5.297;2019;Importacao;Vinhos_de_Mesa
Panamá;17;96;2019;Importacao;Vinhos_de_Mesa
Peru;-;-;2019;Importacao;Vinhos_de_Mesa
Porto Rico;21;115;2019;Importacao;Vinhos_de_Mesa
Portugal;18.228.699;51.444.189;2019;Importacao;Vinhos_de_Mesa
Reino Unido;4.819;46.623;2019;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;2019;Importacao;Vinhos_de_Mesa
Romênia;5.196;6.706;2019;Importacao;Vinhos_de_Mesa
Rússia;-;-;2019;Importacao;Vinhos_de_Mesa
San Marino;-;-;2019;Importacao;Vinhos_de_Mesa
Sérvia;-;-;2019;Importacao;Vinhos_de_Mesa
Síria;641;409;2019;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;2019;Importacao;Vinhos_de_Mesa
Suíça;4.510;63.619;2019;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;2019;Importacao;Vinhos_de_Mesa
Tunísia;-;-;2019;Importacao;Vinhos_de_Mesa
Turquia;-;-;2019;Importacao;Vinhos_de_Mesa
Ucrânia;4.646;3.074;2019;Importacao;Vinhos_de_Mesa
Uruguai;2.778.244;7.938.059;2019;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;2019;Importacao;Vinhos_de_Mesa
Não declarados;-;-;2019;Importacao;Vinhos_de_Mesa
Outros;-;-;2019;Importacao;Vinhos_de_Mesa
Total;114.175.423;343.817.135;2019;Importacao;Vinhos_de_Mesa
Africa do Sul;17.583;72.077;2019;Importacao;Espumantes
Alemanha;26.853;169.989;2019;Importacao;Espumantes
Argentina;757.716;2.282.614;2019;Importacao;Espumantes
Austrália;16.701;27.592;2019;Importacao;Espumantes
Áustria;1.269;11.571;2019;Importacao;Espumantes
Bermudas;-;-;2019;Importacao;Espumantes
Bahamas;-;-;2019;Importacao;Espumantes
Bélgica;-;-;2019;Importacao;Espumantes
Brasil;15.464;238.268;2019;Importacao;Espumantes
Bulgária;-;-;2019;Importacao;Espumantes
Canada;-;-;2019;Importacao;Espumantes
Chile;233.064;912.613;2019;Importacao;Espumantes
Croácia;-;-;2019;Importacao;Espumantes
Cuba;-;-;2019;Importacao;Espumantes
Emirados Árabes Unidos;-;-;2019;Importacao;Espumantes
Eslovênia;518;2.539;2019;Importacao;Espumantes
Espanha;1.440.241;4.463.736;2019;Importacao;Espumantes
Estados Unidos;13.239;105.197;2019;Importacao;Espumantes
França;1.610.293;13.991.734;2019;Importacao;Espumantes
Geórgia;-;-;2019;Importacao;Espumantes
Granada;-;-;2019;Importacao;Espumantes
Grécia;230;318;2019;Importacao;Espumantes
Hong Kong;-;-;2019;Importacao;Espumantes
Hungria;585;1.379;2019;Importacao;Espumantes
Indonésia;66;529;2019;Importacao;Espumantes
Irlanda;-;-;2019;Importacao;Espumantes
Israel;5.035;17.085;2019;Importacao;Espumantes
Itália;1.874.314;4.790.173;2019;Importacao;Espumantes
Luxemburgo;518;4.067;2019;Importacao;Espumantes
México;133;1.104;2019;Importacao;Espumantes
Moldávia;-;-;2019;Importacao;Espumantes
Nova Zelândia;72;657;2019;Importacao;Espumantes
Países Baixos;827;47.027;2019;Importacao;Espumantes
Panamá;-;-;2019;Importacao;Espumantes
Peru;-;-;2019;Importacao;Espumantes
Portugal;144.296;621.259;2019;Importacao;Espumantes
Reino Unido;1.320;11.869;2019;Importacao;Espumantes
Romênia;-;-;2019;Importacao;Espumantes
Suíça;-;-;2019;Importacao;Espumantes
Tunísia;-;-;2019;Importacao;Espumantes
Ucrânia;-;-;2019;Importacao;Espumantes
Uruguai;2.241;22.983;2019;Importacao;Espumantes
Não consta na tabela;-;-;2019;Importacao;Espumantes
Não declarados;-;-;2019;Importacao;Espumantes
Outros;-;-;2019;Importacao;Espumantes
Total;6.162.578;27.796.380;2019;Importacao;Espumantes
Argélia;-;-;2019;Importacao;Uvas_Frescas
Argentina;3.211.513;4.659.791;2019;Importacao;Uvas_Frescas
Brasil;-;-;2019;Importacao;Uvas_Frescas
Chile;9.082.957;13.450.429;2019;Importacao;Uvas_Frescas
Colômbia;-;-;2019;Importacao;Uvas_Frescas
Egito;-;-;2019;Importacao;Uvas_Frescas
Espanha;51.079;109.171;2019;Importacao;Uvas_Frescas
Estados Unidos;1.343;10.481;2019;Importacao;Uvas_Frescas
Grécia;-;-;2019;Importacao;Uvas_Frescas
Itália;591.991;1.020.673;2019;Importacao;Uvas_Frescas
México;-;-;2019;Importacao;Uvas_Frescas
Peru;1.585.923;2.862.870;2019;Importacao;Uvas_Frescas
Paraguai;-;-;2019;Importacao;Uvas_Frescas
Portugal;-;-;2019;Importacao;Uvas_Frescas
Panamá;-;-;2019;Importacao;Uvas_Frescas
Reino Unido;-;-;2019;Importacao;Uvas_Frescas
Uruguai;-;-;2019;Importacao;Uvas_Frescas
Venezuela;-;-;2019;Importacao;Uvas_Frescas
Não consta na tabela;-;-;2019;Importacao;Uvas_Frescas
Outros;-;-;2019;Importacao;Uvas_Frescas
Total;14.524.806;22.113.415;2019;Importacao;Uvas_Frescas
Afeganistão;40.000;65.452;2019;Importacao;Uvas_passas
África do Sul;270.875;763.921;2019;Importacao;Uvas_passas
Alemanha, República Democrática;-;-;2019;Importacao;Uvas_passas
Arábia Saudita;-;-;2019;Importacao;Uvas_passas
Argentina;24.135.143;48.810.789;2019;Importacao;Uvas_passas
Austrália;-;-;2019;Importacao;Uvas_passas
Bélgica;-;-;2019;Importacao;Uvas_passas
Chile;384.437;1.096.176;2019;Importacao;Uvas_passas
China;-;-;2019;Importacao;Uvas_passas
China Continental;934.000;1.352.954;2019;Importacao;Uvas_passas
Cingapura;-;-;2019;Importacao;Uvas_passas
Costa Rica;-;-;2019;Importacao;Uvas_passas
Emirados;-;-;2019;Importacao;Uvas_passas
Espanha;1;24;2019;Importacao;Uvas_passas
Estados Unidos;90.132;345.044;2019;Importacao;Uvas_passas
França;-;-;2019;Importacao;Uvas_passas
Grécia;-;-;2019;Importacao;Uvas_passas
Guiana Britânica;-;-;2019;Importacao;Uvas_passas
Índia;481.000;677.056;2019;Importacao;Uvas_passas
Irã;646.000;1.369.316;2019;Importacao;Uvas_passas
Itália;-;-;2019;Importacao;Uvas_passas
Japão;-;-;2019;Importacao;Uvas_passas
México;-;-;2019;Importacao;Uvas_passas
Países Baixos;-;-;2019;Importacao;Uvas_passas
Paraguai;-;-;2019;Importacao;Uvas_passas
Peru;-;-;2019;Importacao;Uvas_passas
Portugal;0;2;2019;Importacao;Uvas_passas
Reino Unido;11;209;2019;Importacao;Uvas_passas
Suécia;-;-;2019;Importacao;Uvas_passas
Turquia;427.590;865.709;2019;Importacao;Uvas_passas
Uruguai;-;-;2019;Importacao;Uvas_passas
Uzbequistão;399.630;624.285;2019;Importacao;Uvas_passas
Venezuela;-;-;2019;Importacao;Uvas_passas
Não consta na tabela;-;-;2019;Importacao;Uvas_passas
Outros;-;-;2019;Importacao;Uvas_passas
Total;27.808.819;55.970.937;2019;Importacao;Uvas_passas
Africa do Sul;-;-;2019;Importacao;Suco_de_uva
Alemanha;-;-;2019;Importacao;Suco_de_uva
Argentina;-;-;2019;Importacao;Suco_de_uva
Austria;666;655;2019;Importacao;Suco_de_uva
Canadá;-;-;2019;Importacao;Suco_de_uva
Coreia do Sul, República;-;-;2019;Importacao;Suco_de_uva
Coreia do Norte, República;-;-;2019;Importacao;Suco_de_uva
Chile;-;-;2019;Importacao;Suco_de_uva
China;-;-;2019;Importacao;Suco_de_uva
Dinamarca;-;-;2019;Importacao;Suco_de_uva
Espanha;-;-;2019;Importacao;Suco_de_uva
Estados Unidos;9.273;14.093;2019;Importacao;Suco_de_uva
França;-;-;2019;Importacao;Suco_de_uva
Guiana;-;-;2019;Importacao;Suco_de_uva
Israel;3.360;3.609;2019;Importacao;Suco_de_uva
itália;-;-;2019;Importacao;Suco_de_uva
Japão;-;-;2019;Importacao;Suco_de_uva
Líbano;-;-;2019;Importacao;Suco_de_uva
México;-;-;2019;Importacao;Suco_de_uva
Países Baixos;-;-;2019;Importacao;Suco_de_uva
Panamá;-;-;2019;Importacao;Suco_de_uva
Peru;-;-;2019;Importacao;Suco_de_uva
Portugal;-;-;2019;Importacao;Suco_de_uva
Reino Unido;-;-;2019;Importacao;Suco_de_uva
Taiwan;-;-;2019;Importacao;Suco_de_uva
Turquia;-;-;2019;Importacao;Suco_de_uva
Uruguai;-;-;2019;Importacao;Suco_de_uva
Venezuela;-;-;2019;Importacao;Suco_de_uva
Outros;-;-;2019;Importacao;Suco_de_uva
Total;13.299;18.357;2019;Importacao;Suco_de_uva
Africa do Sul;627.150;1.701.072;2020;Importacao;Vinhos_de_Mesa
Alemanha;136.992;504.168;2020;Importacao;Vinhos_de_Mesa
Argélia;-;-;2020;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;2020;Importacao;Vinhos_de_Mesa
Argentina;22.610.267;66.322.932;2020;Importacao;Vinhos_de_Mesa
Armênia;-;-;2020;Importacao;Vinhos_de_Mesa
Austrália;212.595;792.051;2020;Importacao;Vinhos_de_Mesa
Áustria;6.540;52.348;2020;Importacao;Vinhos_de_Mesa
Bermudas;-;-;2020;Importacao;Vinhos_de_Mesa
Bélgica;-;-;2020;Importacao;Vinhos_de_Mesa
Bolívia;-;-;2020;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;1.218;902;2020;Importacao;Vinhos_de_Mesa
Brasil;4.347;41.213;2020;Importacao;Vinhos_de_Mesa
Bulgária;23.110;58.319;2020;Importacao;Vinhos_de_Mesa
Canada;-;-;2020;Importacao;Vinhos_de_Mesa
Chile;72.726.186;176.540.499;2020;Importacao;Vinhos_de_Mesa
China;-;-;2020;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;2020;Importacao;Vinhos_de_Mesa
Croácia;-;-;2020;Importacao;Vinhos_de_Mesa
Cuba;-;-;2020;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;2020;Importacao;Vinhos_de_Mesa
Eslovênia;11.392;39.771;2020;Importacao;Vinhos_de_Mesa
Eslováquia;-;-;2020;Importacao;Vinhos_de_Mesa
Espanha;7.169.384;19.802.061;2020;Importacao;Vinhos_de_Mesa
Estados Unidos;366.584;2.119.234;2020;Importacao;Vinhos_de_Mesa
França;5.658.139;24.894.394;2020;Importacao;Vinhos_de_Mesa
Geórgia;20.274;42.948;2020;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2020;Importacao;Vinhos_de_Mesa
Grécia;61.181;219.292;2020;Importacao;Vinhos_de_Mesa
Hong Kong;311;2.776;2020;Importacao;Vinhos_de_Mesa
Hungria;5.254;25.250;2020;Importacao;Vinhos_de_Mesa
Indonésia;-;-;2020;Importacao;Vinhos_de_Mesa
Irlanda;-;-;2020;Importacao;Vinhos_de_Mesa
Israel;38.239;224.349;2020;Importacao;Vinhos_de_Mesa
Itália;9.659.999;32.477.890;2020;Importacao;Vinhos_de_Mesa
Japão;-;-;2020;Importacao;Vinhos_de_Mesa
Iugoslávia;-;-;2020;Importacao;Vinhos_de_Mesa
Líbano;12.384;45.908;2020;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;2020;Importacao;Vinhos_de_Mesa
Macedônia;-;-;2020;Importacao;Vinhos_de_Mesa
Marrocos;2.160;8.326;2020;Importacao;Vinhos_de_Mesa
México;33;181;2020;Importacao;Vinhos_de_Mesa
Moldávia;5.832;8.965;2020;Importacao;Vinhos_de_Mesa
Montenegro;-;-;2020;Importacao;Vinhos_de_Mesa
Noruega;-;-;2020;Importacao;Vinhos_de_Mesa
Nova Zelândia;15.372;89.763;2020;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);2.285;22.990;2020;Importacao;Vinhos_de_Mesa
Panamá;-;-;2020;Importacao;Vinhos_de_Mesa
Peru;-;-;2020;Importacao;Vinhos_de_Mesa
Porto Rico;54;1.090;2020;Importacao;Vinhos_de_Mesa
Portugal;23.627.260;66.353.572;2020;Importacao;Vinhos_de_Mesa
Reino Unido;2.586;22.935;2020;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;2020;Importacao;Vinhos_de_Mesa
Romênia;30.635;70.269;2020;Importacao;Vinhos_de_Mesa
Rússia;-;-;2020;Importacao;Vinhos_de_Mesa
San Marino;-;-;2020;Importacao;Vinhos_de_Mesa
Sérvia;-;-;2020;Importacao;Vinhos_de_Mesa
Síria;-;-;2020;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;2020;Importacao;Vinhos_de_Mesa
Suíça;735;5.848;2020;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;2020;Importacao;Vinhos_de_Mesa
Tunísia;-;-;2020;Importacao;Vinhos_de_Mesa
Turquia;17.563;55.039;2020;Importacao;Vinhos_de_Mesa
Ucrânia;-;-;2020;Importacao;Vinhos_de_Mesa
Uruguai;4.079.076;10.146.829;2020;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;2020;Importacao;Vinhos_de_Mesa
Não declarados;-;-;2020;Importacao;Vinhos_de_Mesa
Outros;-;-;2020;Importacao;Vinhos_de_Mesa
Total;147.135.137;402.693.184;2020;Importacao;Vinhos_de_Mesa
Africa do Sul;3.574;14.542;2020;Importacao;Espumantes
Alemanha;21.174;65.359;2020;Importacao;Espumantes
Argentina;469.547;1.304.986;2020;Importacao;Espumantes
Austrália;7.426;15.190;2020;Importacao;Espumantes
Áustria;909;9.399;2020;Importacao;Espumantes
Bermudas;-;-;2020;Importacao;Espumantes
Bahamas;-;-;2020;Importacao;Espumantes
Bélgica;-;-;2020;Importacao;Espumantes
Brasil;3.491;106.310;2020;Importacao;Espumantes
Bulgária;-;-;2020;Importacao;Espumantes
Canada;-;-;2020;Importacao;Espumantes
Chile;253.225;775.535;2020;Importacao;Espumantes
Croácia;-;-;2020;Importacao;Espumantes
Cuba;-;-;2020;Importacao;Espumantes
Emirados Árabes Unidos;-;-;2020;Importacao;Espumantes
Eslovênia;68;327;2020;Importacao;Espumantes
Espanha;1.421.655;3.871.128;2020;Importacao;Espumantes
Estados Unidos;13.255;31.083;2020;Importacao;Espumantes
França;1.116.188;8.814.571;2020;Importacao;Espumantes
Geórgia;-;-;2020;Importacao;Espumantes
Granada;-;-;2020;Importacao;Espumantes
Grécia;-;-;2020;Importacao;Espumantes
Hong Kong;72;5.061;2020;Importacao;Espumantes
Hungria;765;2.061;2020;Importacao;Espumantes
Indonésia;-;-;2020;Importacao;Espumantes
Irlanda;-;-;2020;Importacao;Espumantes
Israel;296;9.540;2020;Importacao;Espumantes
Itália;1.524.542;3.544.718;2020;Importacao;Espumantes
Luxemburgo;-;-;2020;Importacao;Espumantes
México;-;-;2020;Importacao;Espumantes
Moldávia;-;-;2020;Importacao;Espumantes
Nova Zelândia;-;-;2020;Importacao;Espumantes
Países Baixos;3.412;151.690;2020;Importacao;Espumantes
Panamá;-;-;2020;Importacao;Espumantes
Peru;-;-;2020;Importacao;Espumantes
Portugal;102.324;324.099;2020;Importacao;Espumantes
Reino Unido;2.309;17.975;2020;Importacao;Espumantes
Romênia;-;-;2020;Importacao;Espumantes
Suíça;481;15.222;2020;Importacao;Espumantes
Tunísia;-;-;2020;Importacao;Espumantes
Ucrânia;-;-;2020;Importacao;Espumantes
Uruguai;2.908;18.124;2020;Importacao;Espumantes
Não consta na tabela;-;-;2020;Importacao;Espumantes
Não declarados;-;-;2020;Importacao;Espumantes
Outros;-;-;2020;Importacao;Espumantes
Total;4.947.621;19.096.920;2020;Importacao;Espumantes
Argélia;21.746;34.476;2020;Importacao;Uvas_Frescas
Argentina;1.798.220;2.559.671;2020;Importacao;Uvas_Frescas
Brasil;-;-;2020;Importacao;Uvas_Frescas
Chile;4.943.446;6.986.630;2020;Importacao;Uvas_Frescas
Colômbia;-;-;2020;Importacao;Uvas_Frescas
Egito;-;-;2020;Importacao;Uvas_Frescas
Espanha;-;-;2020;Importacao;Uvas_Frescas
Estados Unidos;-;-;2020;Importacao;Uvas_Frescas
Grécia;-;-;2020;Importacao;Uvas_Frescas
Itália;-;-;2020;Importacao;Uvas_Frescas
México;-;-;2020;Importacao;Uvas_Frescas
Peru;487.080;852.856;2020;Importacao;Uvas_Frescas
Paraguai;-;-;2020;Importacao;Uvas_Frescas
Portugal;-;-;2020;Importacao;Uvas_Frescas
Panamá;-;-;2020;Importacao;Uvas_Frescas
Reino Unido;-;-;2020;Importacao;Uvas_Frescas
Uruguai;-;-;2020;Importacao;Uvas_Frescas
Venezuela;-;-;2020;Importacao;Uvas_Frescas
Não consta na tabela;-;-;2020;Importacao;Uvas_Frescas
Outros;-;-;2020;Importacao;Uvas_Frescas
Total;7.250.492;10.433.633;2020;Importacao;Uvas_Frescas
Afeganistão;-;-;2020;Importacao;Uvas_passas
África do Sul;616.688;1.433.381;2020;Importacao;Uvas_passas
Alemanha, República Democrática;-;-;2020;Importacao;Uvas_passas
Arábia Saudita;-;-;2020;Importacao;Uvas_passas
Argentina;24.992.502;36.743.996;2020;Importacao;Uvas_passas
Austrália;-;-;2020;Importacao;Uvas_passas
Bélgica;-;-;2020;Importacao;Uvas_passas
Chile;286.774;567.197;2020;Importacao;Uvas_passas
China;172.000;178.472;2020;Importacao;Uvas_passas
China Continental;-;-;2020;Importacao;Uvas_passas
Cingapura;-;-;2020;Importacao;Uvas_passas
Costa Rica;-;-;2020;Importacao;Uvas_passas
Emirados;-;-;2020;Importacao;Uvas_passas
Espanha;-;-;2020;Importacao;Uvas_passas
Estados Unidos;105.360;266.627;2020;Importacao;Uvas_passas
França;-;-;2020;Importacao;Uvas_passas
Grécia;-;-;2020;Importacao;Uvas_passas
Guiana Britânica;-;-;2020;Importacao;Uvas_passas
Índia;883.000;813.317;2020;Importacao;Uvas_passas
Irã;435.600;927.189;2020;Importacao;Uvas_passas
Itália;-;-;2020;Importacao;Uvas_passas
Japão;-;-;2020;Importacao;Uvas_passas
México;-;-;2020;Importacao;Uvas_passas
Países Baixos;-;-;2020;Importacao;Uvas_passas
Paraguai;-;-;2020;Importacao;Uvas_passas
Peru;-;-;2020;Importacao;Uvas_passas
Portugal;-;-;2020;Importacao;Uvas_passas
Reino Unido;-;-;2020;Importacao;Uvas_passas
Suécia;-;-;2020;Importacao;Uvas_passas
Turquia;607.780;1.210.554;2020;Importacao;Uvas_passas
Uruguai;25.000;35.866;2020;Importacao;Uvas_passas
Uzbequistão;397.030;450.389;2020;Importacao;Uvas_passas
Venezuela;-;-;2020;Importacao;Uvas_passas
Não consta na tabela;-;-;2020;Importacao;Uvas_passas
Outros;-;-;2020;Importacao;Uvas_passas
Total;28.521.734;42.626.988;2020;Importacao;Uvas_passas
Africa do Sul;-;-;2020;Importacao;Suco_de_uva
Alemanha;-;-;2020;Importacao;Suco_de_uva
Argentina;-;-;2020;Importacao;Suco_de_uva
Austria;-;-;2020;Importacao;Suco_de_uva
Canadá;-;-;2020;Importacao;Suco_de_uva
Coreia do Sul, República;-;-;2020;Importacao;Suco_de_uva
Coreia do Norte, República;-;-;2020;Importacao;Suco_de_uva
Chile;-;-;2020;Importacao;Suco_de_uva
China;-;-;2020;Importacao;Suco_de_uva
Dinamarca;-;-;2020;Importacao;Suco_de_uva
Espanha;-;-;2020;Importacao;Suco_de_uva
Estados Unidos;28.180;25.418;2020;Importacao;Suco_de_uva
França;-;-;2020;Importacao;Suco_de_uva
Guiana;-;-;2020;Importacao;Suco_de_uva
Israel;-;-;2020;Importacao;Suco_de_uva
itália;-;-;2020;Importacao;Suco_de_uva
Japão;-;-;2020;Importacao;Suco_de_uva
Líbano;-;-;2020;Importacao;Suco_de_uva
México;-;-;2020;Importacao;Suco_de_uva
Países Baixos;-;-;2020;Importacao;Suco_de_uva
Panamá;-;-;2020;Importacao;Suco_de_uva
Peru;-;-;2020;Importacao;Suco_de_uva
Portugal;-;-;2020;Importacao;Suco_de_uva
Reino Unido;-;-;2020;Importacao;Suco_de_uva
Taiwan;-;-;2020;Importacao;Suco_de_uva
Turquia;-;-;2020;Importacao;Suco_de_uva
Uruguai;-;-;2020;Importacao;Suco_de_uva
Venezuela;-;-;2020;Importacao;Suco_de_uva
Outros;-;-;2020;Importacao;Suco_de_uva
Total;28.180;25.418;2020;Importacao;Suco_de_uva
Africa do Sul;859.169;2.508.140;2021;Importacao;Vinhos_de_Mesa
Alemanha;106.541;546.967;2021;Importacao;Vinhos_de_Mesa
Argélia;-;-;2021;Importacao;Vinhos_de_Mesa
Arábia Saudita;2.510;8.761;2021;Importacao;Vinhos_de_Mesa
Argentina;26.869.241;79.527.959;2021;Importacao;Vinhos_de_Mesa
Armênia;-;-;2021;Importacao;Vinhos_de_Mesa
Austrália;366.875;1.383.093;2021;Importacao;Vinhos_de_Mesa
Áustria;13.427;141.822;2021;Importacao;Vinhos_de_Mesa
Bermudas;10;141;2021;Importacao;Vinhos_de_Mesa
Bélgica;-;-;2021;Importacao;Vinhos_de_Mesa
Bolívia;-;-;2021;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;2021;Importacao;Vinhos_de_Mesa
Brasil;12.602;39.816;2021;Importacao;Vinhos_de_Mesa
Bulgária;34.185;105.623;2021;Importacao;Vinhos_de_Mesa
Canada;-;-;2021;Importacao;Vinhos_de_Mesa
Chile;69.617.587;182.568.098;2021;Importacao;Vinhos_de_Mesa
China;-;-;2021;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;2021;Importacao;Vinhos_de_Mesa
Croácia;17.343;78.954;2021;Importacao;Vinhos_de_Mesa
Cuba;-;-;2021;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;2021;Importacao;Vinhos_de_Mesa
Eslovênia;42.944;172.141;2021;Importacao;Vinhos_de_Mesa
Eslováquia;-;-;2021;Importacao;Vinhos_de_Mesa
Espanha;8.793.911;23.795.616;2021;Importacao;Vinhos_de_Mesa
Estados Unidos;506.405;2.809.649;2021;Importacao;Vinhos_de_Mesa
França;6.241.310;31.428.188;2021;Importacao;Vinhos_de_Mesa
Geórgia;19.188;32.901;2021;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;1.838;2.915;2021;Importacao;Vinhos_de_Mesa
Grécia;13.619;55.228;2021;Importacao;Vinhos_de_Mesa
Hong Kong;-;-;2021;Importacao;Vinhos_de_Mesa
Hungria;20.174;160.816;2021;Importacao;Vinhos_de_Mesa
Indonésia;-;-;2021;Importacao;Vinhos_de_Mesa
Irlanda;-;-;2021;Importacao;Vinhos_de_Mesa
Israel;60.281;298.732;2021;Importacao;Vinhos_de_Mesa
Itália;11.231.625;39.852.162;2021;Importacao;Vinhos_de_Mesa
Japão;-;-;2021;Importacao;Vinhos_de_Mesa
Iugoslávia;-;-;2021;Importacao;Vinhos_de_Mesa
Líbano;24.194;78.872;2021;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;2021;Importacao;Vinhos_de_Mesa
Macedônia;-;-;2021;Importacao;Vinhos_de_Mesa
Marrocos;986;6.958;2021;Importacao;Vinhos_de_Mesa
México;4;19;2021;Importacao;Vinhos_de_Mesa
Moldávia;25.998;66.480;2021;Importacao;Vinhos_de_Mesa
Montenegro;-;-;2021;Importacao;Vinhos_de_Mesa
